exp	sn	cond	sess	trial	trial_type	dispSize	minProbeTime	respOrder	fixedOrWord	probeBlankTime	screenAdvanceTime	title	typeOfScen	Item	Is_are	you_holder	questionKey	keybResp	keyDef	keybRT	moral_acceptabilityResp	moral_acceptabilityRT	moral_inacceptabilityResp	moral_inacceptabilityRT	rtBeep	rtDeadline	hide_question
charityYou2	114	you	2	29	1	680	0	k	W	150	0	burntHouse	fifty	a nun	is	you	XorY	l	Keep	1051	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	30	1	680	0	k	W	150	0	medicalTreatment	fifty	a celebrity	is	you	XorY	l	Keep	933	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	31	1	680	0	k	W	150	0	surgery	fifty	your friend	is	you	XorY	s	Donate	861	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	32	1	680	0	k	W	150	0	bucketList	fifty	a pedophile	is	you	XorY	l	Keep	1686	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	33	1	680	0	k	W	150	0	medicalTreatment	fifty	a rapist	is	you	XorY	l	Keep	743	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	34	1	680	0	k	W	150	0	serviceDog	fifty	your sibling	is	you	XorY	s	Donate	865	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	35	1	680	0	k	W	150	0	physicalTherapy	fifty	a gang member	is	you	XorY	l	Keep	939	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	36	1	680	0	k	W	150	0	hearingAids	fifty	your grandfather	is	you	XorY	s	Donate	717	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	37	1	680	0	k	W	150	0	paralysis	fifty	a congressman	is	you	XorY	l	Keep	935	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	38	1	680	0	k	W	150	0	paralysis	fifty	your grandfather	is	you	XorY	s	Donate	750	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	39	1	680	0	k	W	150	0	surgery	fifty	an elderly person	is	you	XorY	s	Donate	1279	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	40	1	680	0	k	W	150	0	bucketList	fifty	a celebrity	is	you	XorY	l	Keep	1057	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	41	1	680	0	k	W	150	0	bucketList	fifty	an elderly person	is	you	XorY	s	Donate	860	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	42	1	680	0	k	W	150	0	bucketList	fifty	an addict	is	you	XorY	l	Keep	1912	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	43	1	680	0	k	W	150	0	surgery	fifty	a judge	is	you	XorY	l	Keep	934	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	44	1	680	0	k	W	150	0	bucketList	fifty	a mother	is	you	XorY	s	Donate	743	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	45	1	680	0	k	W	150	0	serviceDog	fifty	a rapist	is	you	XorY	l	Keep	1132	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	46	1	680	0	k	W	150	0	medicalTreatment	fifty	a gang member	is	you	XorY	l	Keep	753	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	47	1	680	0	k	W	150	0	hearingAids	fifty	a mother	is	you	XorY	s	Donate	819	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	48	1	680	0	k	W	150	0	legalFees	fifty	a soldier	is	you	XorY	s	Donate	699	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	49	1	680	0	k	W	150	0	paralysis	fifty	an elderly person	is	you	XorY	s	Donate	2051	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	50	1	680	0	k	W	150	0	physicalTherapy	fifty	a soldier	is	you	XorY	s	Donate	927	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	51	1	680	0	k	W	150	0	serviceDog	fifty	a police officer	is	you	XorY	s	Donate	1144	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	52	1	680	0	k	W	150	0	surgery	fifty	an Olympian	is	you	XorY	l	Keep	994	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	53	1	680	0	k	W	150	0	serviceDog	fifty	your friend	is	you	XorY	s	Donate	760	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	54	1	680	0	k	W	150	0	paralysis	fifty	a soldier	is	you	XorY	s	Donate	1496	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	55	1	680	0	k	W	150	0	serviceDog	fifty	a judge	is	you	XorY	l	Keep	1044	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	56	1	680	0	k	W	150	0	paralysis	fifty	an adult	is	you	XorY	l	Keep	1439	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	57	1	680	0	k	W	150	0	burntHouse	fifty	a congressman	is	you	XorY	l	Keep	846	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	58	1	680	0	k	W	150	0	physicalTherapy	fifty	a mentor	is	you	XorY	s	Donate	1368	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	59	1	680	0	k	W	150	0	medicalTreatment	fifty	a soldier	is	you	XorY	s	Donate	933	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	60	1	680	0	k	W	150	0	legalFees	fifty	a soldier	is	you	XorY	s	Donate	962	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	61	1	680	0	k	W	150	0	physicalTherapy	fifty	an Olympian	is	you	XorY	l	Keep	2561	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	62	1	680	0	k	W	150	0	paralysis	fifty	an elderly person	is	you	XorY	s	Donate	860	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	63	1	680	0	k	W	150	0	bucketList	fifty	a judge	is	you	XorY	l	Keep	904	0	0	0	0	N/A	-1	visible
charityYou2	114	you	2	64	1	680	0	k	W	150	0	hearingAids	fifty	a terrorist	is	you	XorY	l	Keep	835	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	0	0	680	0	k	W	300	0	medicalTreatment	ten	a congressman	is	you	XorY	l	Keep	1847	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	1	0	680	0	k	W	300	0	surgery	ten	a mentor	is	you	XorY	s	Donate	1988	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	2	0	680	0	k	W	300	0	serviceDog	ten	a teacher	is	you	XorY	s	Donate	1502	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	3	0	680	0	k	W	300	0	physicalTherapy	ten	a pedophile	is	you	XorY	l	Keep	1570	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	0	1	680	0	k	W	150	0	legalFees	ten	a terrorist	is	you	XorY	l	Keep	1179	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	1	1	680	0	k	W	150	0	burntHouse	ten	a convict	is	you	XorY	s	Donate	1437	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	2	1	680	0	k	W	150	0	burntHouse	ten	a soldier	is	you	XorY	s	Donate	1090	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	3	1	680	0	k	W	150	0	physicalTherapy	ten	your mother	is	you	XorY	s	Donate	614	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	4	1	680	0	k	W	150	0	paralysis	ten	a father	is	you	XorY	s	Donate	728	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	5	1	680	0	k	W	150	0	serviceDog	ten	a gang member	is	you	XorY	l	Keep	978	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	6	1	680	0	k	W	150	0	paralysis	ten	a soldier	is	you	XorY	s	Donate	1432	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	7	1	680	0	k	W	150	0	legalFees	ten	an adult	is	you	XorY	s	Donate	895	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	8	1	680	0	k	W	150	0	physicalTherapy	ten	an astronaut	is	you	XorY	s	Donate	1328	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	9	1	680	0	k	W	150	0	hearingAids	ten	your sibling	is	you	XorY	s	Donate	489	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	10	1	680	0	k	W	150	0	legalFees	ten	an elderly person	is	you	XorY	s	Donate	688	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	11	1	680	0	k	W	150	0	surgery	ten	an addict	is	you	XorY	s	Donate	352	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	12	1	680	0	k	W	150	0	paralysis	ten	a rapist	is	you	XorY	l	Keep	593	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	13	1	680	0	k	W	150	0	physicalTherapy	ten	a congressman	is	you	XorY	s	Donate	440	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	14	1	680	0	k	W	150	0	hearingAids	ten	a terrorist	is	you	XorY	l	Keep	644	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	15	1	680	0	k	W	150	0	hearingAids	ten	a congressman	is	you	XorY	s	Donate	1314	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	16	1	680	0	k	W	150	0	legalFees	ten	a terrorist	is	you	XorY	l	Keep	779	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	17	1	680	0	k	W	150	0	burntHouse	ten	an addict	is	you	XorY	s	Donate	965	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	18	1	680	0	k	W	150	0	physicalTherapy	ten	an astronaut	is	you	XorY	s	Donate	827	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	19	1	680	0	k	W	150	0	bucketList	ten	a gang member	is	you	XorY	s	Donate	1082	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	20	1	680	0	k	W	150	0	bucketList	ten	a gang member	is	you	XorY	s	Donate	1043	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	21	1	680	0	k	W	150	0	physicalTherapy	ten	a terrorist	is	you	XorY	l	Keep	808	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	22	1	680	0	k	W	150	0	bucketList	ten	a terrorist	is	you	XorY	l	Keep	910	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	23	1	680	0	k	W	150	0	paralysis	ten	an astronaut	is	you	XorY	s	Donate	1244	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	24	1	680	0	k	W	150	0	surgery	ten	a convict	is	you	XorY	s	Donate	1294	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	25	1	680	0	k	W	150	0	medicalTreatment	ten	a judge	is	you	XorY	s	Donate	606	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	26	1	680	0	k	W	150	0	surgery	ten	an elderly person	is	you	XorY	s	Donate	686	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	27	1	680	0	k	W	150	0	bucketList	ten	a soldier	is	you	XorY	s	Donate	669	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	28	1	680	0	k	W	150	0	hearingAids	ten	an addict	is	you	XorY	s	Donate	620	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	29	1	680	0	k	W	150	0	burntHouse	ten	an astronaut	is	you	XorY	s	Donate	661	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	30	1	680	0	k	W	150	0	paralysis	ten	a convict	is	you	XorY	s	Donate	760	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	31	1	680	0	k	W	150	0	burntHouse	ten	a convict	is	you	XorY	s	Donate	1058	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	32	1	680	0	k	W	150	0	paralysis	ten	a thief	is	you	XorY	s	Donate	1564	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	33	1	680	0	k	W	150	0	hearingAids	ten	an astronaut	is	you	XorY	s	Donate	2493	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	34	1	680	0	k	W	150	0	physicalTherapy	ten	your cousin	is	you	XorY	s	Donate	877	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	35	1	680	0	k	W	150	0	serviceDog	ten	a police officer	is	you	XorY	s	Donate	1107	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	36	1	680	0	k	W	150	0	legalFees	ten	a judge	is	you	XorY	s	Donate	903	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	37	1	680	0	k	W	150	0	burntHouse	ten	a nun	is	you	XorY	s	Donate	467	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	38	1	680	0	k	W	150	0	paralysis	ten	a father	is	you	XorY	s	Donate	662	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	39	1	680	0	k	W	150	0	burntHouse	ten	a judge	is	you	XorY	s	Donate	693	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	40	1	680	0	k	W	150	0	burntHouse	ten	your grandfather	is	you	XorY	s	Donate	650	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	41	1	680	0	k	W	150	0	bucketList	ten	an assassin	is	you	XorY	l	Keep	1325	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	42	1	680	0	k	W	150	0	bucketList	ten	your cousin	is	you	XorY	s	Donate	688	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	43	1	680	0	k	W	150	0	bucketList	ten	a thief	is	you	XorY	l	Keep	1811	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	44	1	680	0	k	W	150	0	surgery	ten	a terrorist	is	you	XorY	l	Keep	901	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	45	1	680	0	k	W	150	0	paralysis	ten	a mother	is	you	XorY	s	Donate	737	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	46	1	680	0	k	W	150	0	paralysis	ten	a police officer	is	you	XorY	s	Donate	1224	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	47	1	680	0	k	W	150	0	burntHouse	ten	a mother	is	you	XorY	s	Donate	581	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	48	1	680	0	k	W	150	0	paralysis	ten	a pedophile	is	you	XorY	l	Keep	1108	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	49	1	680	0	k	W	150	0	hearingAids	ten	an addict	is	you	XorY	s	Donate	3576	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	50	1	680	0	k	W	150	0	medicalTreatment	ten	a mentor	is	you	XorY	s	Donate	873	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	51	1	680	0	k	W	150	0	physicalTherapy	ten	a mentor	is	you	XorY	s	Donate	869	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	52	1	680	0	k	W	150	0	burntHouse	ten	your friend	is	you	XorY	s	Donate	1156	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	53	1	680	0	k	W	150	0	surgery	ten	a nun	is	you	XorY	s	Donate	900	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	54	1	680	0	k	W	150	0	medicalTreatment	ten	a terrorist	is	you	XorY	l	Keep	1112	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	55	1	680	0	k	W	150	0	paralysis	ten	your sibling	is	you	XorY	s	Donate	1043	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	56	1	680	0	k	W	150	0	hearingAids	ten	an elderly person	is	you	XorY	s	Donate	968	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	57	1	680	0	k	W	150	0	burntHouse	ten	your grandfather	is	you	XorY	s	Donate	690	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	58	1	680	0	k	W	150	0	medicalTreatment	ten	a thief	is	you	XorY	l	Keep	1522	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	59	1	680	0	k	W	150	0	physicalTherapy	ten	your friend	is	you	XorY	s	Donate	720	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	60	1	680	0	k	W	150	0	bucketList	ten	an assassin	is	you	XorY	l	Keep	1035	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	61	1	680	0	k	W	150	0	physicalTherapy	ten	a celebrity	is	you	XorY	l	Keep	1119	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	62	1	680	0	k	W	150	0	surgery	ten	a judge	is	you	XorY	l	Keep	879	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	63	1	680	0	k	W	150	0	paralysis	ten	your sibling	is	you	XorY	s	Donate	730	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	64	1	680	0	k	W	150	0	medicalTreatment	ten	a mother	is	you	XorY	s	Donate	599	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	65	1	680	0	k	W	150	0	paralysis	ten	your mother	is	you	XorY	s	Donate	598	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	66	1	680	0	k	W	150	0	hearingAids	ten	your sibling	is	you	XorY	s	Donate	653	0	0	0	0	N/A	-1	visible
charityYou2	114	you	3	67	1	680	0	k	W	150	0	paralysis	ten	a rapist	is	you	XorY	l	Keep	586	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	0	0	680	0	k	W	300	0	surgery	ten	a teacher	is	you	XorY	s	Keep	8646	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	1	-1	680	0	k	W	300	0	burntHouse	ten	your sibling	is	you	XorY	N/A	N/A	4117	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	2	0	680	0	k	W	300	0	bucketList	ten	your grandfather	is	you	XorY	s	Keep	1819	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	3	0	680	0	k	W	300	0	serviceDog	ten	your cousin	is	you	XorY	s	Keep	3979	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	4	0	680	0	k	W	300	0	paralysis	ten	an assassin	is	you	XorY	l	Donate	1274	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	5	0	680	0	k	W	300	0	physicalTherapy	ten	an astronaut	is	you	XorY	s	Keep	1518	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	6	0	680	0	k	W	300	0	legalFees	ten	a gang member	is	you	XorY	l	Donate	1138	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	7	0	680	0	k	W	300	0	hearingAids	ten	a father	is	you	XorY	s	Keep	4590	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	0	1	680	0	k	W	150	0	surgery	ten	a judge	is	you	XorY	s	Keep	2700	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	1	1	680	0	k	W	150	0	surgery	ten	a mother	is	you	XorY	l	Donate	2644	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	2	1	680	0	k	W	150	0	physicalTherapy	ten	a mentor	is	you	XorY	l	Donate	1958	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	3	1	680	0	k	W	150	0	serviceDog	ten	a father	is	you	XorY	l	Donate	1449	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	4	1	680	0	k	W	150	0	bucketList	ten	a thief	is	you	XorY	s	Keep	865	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	5	1	680	0	k	W	150	0	legalFees	ten	a teacher	is	you	XorY	l	Donate	1812	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	6	1	680	0	k	W	150	0	hearingAids	ten	a judge	is	you	XorY	s	Keep	2475	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	7	1	680	0	k	W	150	0	surgery	ten	a judge	is	you	XorY	s	Keep	2043	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	8	1	680	0	k	W	150	0	burntHouse	ten	a nun	is	you	XorY	s	Keep	1989	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	9	1	680	0	k	W	150	0	serviceDog	ten	a father	is	you	XorY	l	Donate	1143	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	10	1	680	0	k	W	150	0	serviceDog	ten	an assassin	is	you	XorY	s	Keep	1384	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	11	1	680	0	k	W	150	0	burntHouse	ten	a pedophile	is	you	XorY	s	Keep	1050	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	12	1	680	0	k	W	150	0	physicalTherapy	ten	a teacher	is	you	XorY	l	Donate	1532	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	13	1	680	0	k	W	150	0	medicalTreatment	ten	a terrorist	is	you	XorY	s	Keep	994	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	14	1	680	0	k	W	150	0	bucketList	ten	your cousin	is	you	XorY	l	Donate	1562	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	15	1	680	0	k	W	150	0	paralysis	ten	a congressman	is	you	XorY	s	Keep	1511	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	16	1	680	0	k	W	150	0	paralysis	ten	your mother	is	you	XorY	l	Donate	873	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	17	1	680	0	k	W	150	0	surgery	ten	an adult	is	you	XorY	s	Keep	1578	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	18	1	680	0	k	W	150	0	hearingAids	ten	your sibling	is	you	XorY	l	Donate	844	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	19	1	680	0	k	W	150	0	surgery	ten	your cousin	is	you	XorY	l	Donate	884	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	20	1	680	0	k	W	150	0	surgery	ten	a mother	is	you	XorY	l	Donate	1158	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	21	1	680	0	k	W	150	0	physicalTherapy	ten	a terrorist	is	you	XorY	s	Keep	709	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	22	1	680	0	k	W	150	0	legalFees	ten	your mother	is	you	XorY	l	Donate	1050	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	23	1	680	0	k	W	150	0	bucketList	ten	your cousin	is	you	XorY	l	Donate	1188	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	24	1	680	0	k	W	150	0	legalFees	ten	an addict	is	you	XorY	s	Keep	1092	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	25	1	680	0	k	W	150	0	burntHouse	ten	an astronaut	is	you	XorY	l	Donate	2232	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	26	1	680	0	k	W	150	0	bucketList	ten	your cousin	is	you	XorY	l	Donate	1612	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	27	1	680	0	k	W	150	0	physicalTherapy	ten	a terrorist	is	you	XorY	s	Keep	1010	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	28	1	680	0	k	W	150	0	burntHouse	ten	a mother	is	you	XorY	l	Donate	1018	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	29	1	680	0	k	W	150	0	medicalTreatment	ten	an addict	is	you	XorY	s	Keep	678	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	30	1	680	0	k	W	150	0	bucketList	ten	an Olympian	is	you	XorY	s	Keep	2303	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	31	1	680	0	k	W	150	0	hearingAids	ten	your sibling	is	you	XorY	l	Donate	1184	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	32	1	680	0	k	W	150	0	medicalTreatment	ten	your mother	is	you	XorY	l	Donate	1372	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	33	1	680	0	k	W	150	0	burntHouse	ten	a celebrity	is	you	XorY	s	Keep	922	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	34	1	680	0	k	W	150	0	paralysis	ten	an addict	is	you	XorY	s	Keep	2030	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	35	1	680	0	k	W	150	0	surgery	ten	a congressman	is	you	XorY	s	Keep	985	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	36	1	680	0	k	W	150	0	surgery	ten	an adult	is	you	XorY	s	Keep	1807	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	37	1	680	0	k	W	150	0	legalFees	ten	a soldier	is	you	XorY	l	Donate	1904	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	38	1	680	0	k	W	150	0	bucketList	ten	a mentor	is	you	XorY	s	Keep	2122	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	39	1	680	0	k	W	150	0	legalFees	ten	an elderly person	is	you	XorY	s	Keep	2268	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	40	1	680	0	k	W	150	0	physicalTherapy	ten	a soldier	is	you	XorY	l	Donate	1628	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	41	1	680	0	k	W	150	0	hearingAids	ten	your grandfather	is	you	XorY	l	Donate	1114	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	42	1	680	0	k	W	150	0	serviceDog	ten	a teacher	is	you	XorY	l	Donate	1959	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	43	1	680	0	k	W	150	0	legalFees	ten	an adult	is	you	XorY	s	Keep	1197	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	44	1	680	0	k	W	150	0	burntHouse	ten	your sibling	is	you	XorY	l	Donate	1005	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	45	1	680	0	k	W	150	0	medicalTreatment	ten	a judge	is	you	XorY	s	Keep	1843	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	46	1	680	0	k	W	150	0	burntHouse	ten	a teacher	is	you	XorY	l	Donate	1881	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	47	1	680	0	k	W	150	0	burntHouse	ten	a teacher	is	you	XorY	l	Donate	1103	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	48	1	680	0	k	W	150	0	medicalTreatment	ten	an assassin	is	you	XorY	s	Keep	1014	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	49	1	680	0	k	W	150	0	legalFees	ten	a soldier	is	you	XorY	l	Donate	868	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	50	1	680	0	k	W	150	0	legalFees	ten	your cousin	is	you	XorY	l	Donate	1033	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	51	1	680	0	k	W	150	0	bucketList	ten	a soldier	is	you	XorY	l	Donate	1209	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	52	1	680	0	k	W	150	0	physicalTherapy	ten	a mother	is	you	XorY	l	Donate	1139	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	53	1	680	0	k	W	150	0	physicalTherapy	ten	a rapist	is	you	XorY	s	Keep	2025	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	54	1	680	0	k	W	150	0	legalFees	ten	an Olympian	is	you	XorY	s	Keep	841	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	55	1	680	0	k	W	150	0	legalFees	ten	a congressman	is	you	XorY	s	Keep	958	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	56	1	680	0	k	W	150	0	burntHouse	ten	a celebrity	is	you	XorY	s	Keep	1576	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	57	1	680	0	k	W	150	0	medicalTreatment	ten	a teacher	is	you	XorY	l	Donate	2216	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	58	1	680	0	k	W	150	0	bucketList	ten	an assassin	is	you	XorY	s	Keep	702	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	59	1	680	0	k	W	150	0	paralysis	ten	a teacher	is	you	XorY	l	Donate	674	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	60	1	680	0	k	W	150	0	paralysis	ten	a judge	is	you	XorY	s	Keep	840	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	61	1	680	0	k	W	150	0	burntHouse	ten	an Olympian	is	you	XorY	s	Keep	897	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	62	1	680	0	k	W	150	0	surgery	ten	your grandfather	is	you	XorY	l	Donate	825	0	0	0	0	N/A	-1	visible
charityYou2	115	you	1	63	1	680	0	k	W	150	0	surgery	ten	a pedophile	is	you	XorY	s	Keep	818	0	0	0	0	N/A	-1	visible
